S1,DateTime,N1,AC,PS,TI,U,LN,R2
W,2018-04-27 05:00:00,Y,2969,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2412,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2931,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2966,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2981,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2965,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2989,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2980,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2983,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,N,1927,C_050,15-54-SR,M/L,Bob,
W,2018-04-27 05:00:00,Y,2986,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2410,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2416,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2978,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2941,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2424,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2418,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2105,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,Y,2356,C_050,15-54-SR,U/L,Bob,ND
W,2018-04-27 05:00:00,N,1017,C_050,15-54-SR,M/L,Bob,
W,2018-04-27 05:00:00,Y,2051,C_050,15-54-SR,U/L,Bob,ND
CD,2018-05-01 14:20:00,N,1055,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1052,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1075,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1905,C_038,15-91-SR,U,Bob,
CD,2018-05-01 14:20:00,N,C164,C_038,15-91-SR,L,Bob,
CD,2018-05-01 14:20:00,Y,1920,C_038,15-91-SR,T,Bob,
CD,2018-05-01 14:20:00,Y,1002,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,2905,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1050,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1041,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1079,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1095,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1005,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1030,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1022,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,N,1915,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,C253,C_038,15-91-SR,P,Bob,
CD,2018-05-01 14:20:00,Y,1028,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,N,1064,C_038,15-91-SR,U/C,Bob,
CD,2018-05-01 14:20:00,Y,1929,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1039,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1035,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1045,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1085,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1020,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1015,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1021,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1919,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1025,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1032,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,N,1930,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1040,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,C101,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1010,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,N,1994,C_038,15-91-SR,A,Bob,
CD,2018-05-01 14:20:00,N,1031,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1036,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,N,1042,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,Y,1024,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,Y,1074,C_038,15-91-SR,U/L,Bob,
CD,2018-05-01 14:20:00,N,1928,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1017,C_038,15-91-SR,M/L,Bob,
CD,2018-05-01 14:20:00,N,1927,C_038,15-91-SR,M/L,Bob,
W,2018-05-02 12:05:00,N,C253,C_003,4-23-SR, ,Bob,
W,2018-05-02 12:05:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2018-05-02 12:05:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2018-05-02 12:05:00,N,1032,C_003,4-23-SR,U/L,Bob,
W,2018-05-02 12:05:00,N,1930,C_003,4-23-SR,M/L,Bob,
W,2018-05-02 12:35:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2018-05-02 12:35:00,N,2941,C_002,4-12-EP,U/L,Bob,
W,2018-05-02 12:35:00,N,2944,C_002,1-502-MD,U/L,Bob,
W,2018-05-02 12:35:00,N,2943,C_002,4-12-EP,U/L,Bob,
W,2018-05-02 12:35:00,N,2950,C_002,1-502-MD,U/L,Bob,
W,2018-05-02 12:35:00,N,2942,C_002,1-502-MD,U/L,Bob,
W,2018-05-02 12:35:00,N,2941,C_002,1-502-MD,U/L,Bob,
W,2018-05-02 12:35:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2018-05-02 12:35:00,N,2943,C_002,1-502-MD,U/L,Bob,
W,2018-05-02 12:35:00,N,2944,C_002,4-12-EP,U/L,Bob,
W,2018-05-02 12:35:00,N,1930,C_002,1-502-MD,M/L,Bob,
CD,2018-05-02 14:03:00,N,1005,C_012,15-87-SR,U/L,Bob,
CD,2018-05-02 14:13:00,N,1930,C_012,15-87-SR,M/L,Bob,
CD,2018-05-02 14:13:00,N,1005,C_012,15-87-SR,U/L,Bob,
W,2018-05-09 00:00:00,N,1930,C_043,15-8-SR,M/L,,
CD,2018-05-09 11:02:00,N,1005,C_012,15-87-SR,U/L,Bob,
CD,2018-05-09 11:04:00,N,1005,C_012,15-87-SR,U/L,Bob,
CD,2018-05-09 11:13:00,Y,1005,C_048,15-35-SR,U/L,Bob,
W,2018-05-09 14:00:00,Y,1039,C_043,15-8-SR,U/L,Bob,ND
W,2018-05-09 14:00:00,N,1930,C_043,15-8-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2224,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2408,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2965,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2979,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2222,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2070,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1015,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2964,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,C253,C_049,15-53-SR, ,Bob,
W,2018-05-11 05:00:00,Y,1002,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1074,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2031,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2420,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2991,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2020,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2727,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2967,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2041,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2966,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1930,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2033,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2980,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2942,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2005,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2051,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2424,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2983,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2944,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2040,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2984,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2383,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2428,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2996,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2412,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2440,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2110,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2955,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2931,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1052,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2976,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2418,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2416,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1045,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,100,C_049,15-53-SR,N,Bob,
W,2018-05-11 05:00:00,Y,2037,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2969,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1095,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2968,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2905,C_049,15-53-SR,M/L,Bob,ND
W,2018-05-11 05:00:00,N,1079,C_049,15-53-SR,U/L,Bob,
W,2018-05-11 05:00:00,Y,1085,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1994,C_049,15-53-SR, ,Bob,
W,2018-05-11 05:00:00,Y,1050,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2035,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2378,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1040,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2218,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2212,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2987,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2959,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2105,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2904,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1042,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2077,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2426,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1055,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2067,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1005,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1927,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,1028,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2981,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,2210,C_049,15-53-SR,U/L,Bob,
W,2018-05-11 05:00:00,N,1039,C_049,15-53-SR,U/L,Bob,
W,2018-05-11 05:00:00,Y,2228,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2993,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2247,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1088,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2214,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2277,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2626,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2422,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2998,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2989,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2943,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1064,C_049,15-53-SR,U/C,Bob,
W,2018-05-11 05:00:00,Y,1022,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2977,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2251,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2941,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2920,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2414,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2963,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1075,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1031,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2982,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2039,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2985,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1030,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2306,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2994,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1004,C_049,15-53-SR,U/L,Bob,
W,2018-05-11 05:00:00,N,1919,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2990,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1032,C_049,15-53-SR,U/L,Bob,
W,2018-05-11 05:00:00,Y,1020,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2057,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1035,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2015,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2978,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2625,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2034,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2380,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2248,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2042,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2430,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1017,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2047,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2246,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2066,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1080,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1024,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1025,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2997,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2050,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1920,C_049,15-53-SR,T,Bob,ND
W,2018-05-11 05:00:00,Y,2413,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2216,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2946,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2986,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2356,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2274,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2030,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2410,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2326,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2992,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2043,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2065,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2044,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2396,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,N,1010,C_049,15-53-SR,U/L,Bob,
W,2018-05-11 05:00:00,N,1915,C_049,15-53-SR,M/L,Bob,
W,2018-05-11 05:00:00,Y,2400,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2398,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1036,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2021,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2394,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2392,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2390,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,1041,C_049,15-53-SR,M/L,Bob,ND
W,2018-05-11 05:00:00,Y,2988,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2046,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2036,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2022,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-11 05:00:00,Y,2388,C_049,15-53-SR,U/L,Bob,ND
W,2018-05-14 11:05:00,N,1930,C_003,4-23-SR,M/L,Bob,
W,2018-05-14 11:10:00,N,1930,C_002,1-502-MD,M/L,Bob,
W,2018-05-16 13:50:00,N,C253,C_003,4-23-SR, ,Bob,
W,2018-05-16 13:50:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2018-05-16 13:50:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2018-05-16 13:50:00,N,1032,C_003,4-23-SR,U/L,Bob,
W,2018-05-16 13:50:00,N,1930,C_003,4-23-SR,M/L,Bob,
W,2018-05-16 14:20:00,N,2944,C_002,1-502-MD,U/L,Bob,
W,2018-05-16 14:20:00,N,2941,C_002,1-502-MD,U/L,Bob,
W,2018-05-16 14:20:00,N,2942,C_002,1-502-MD,U/L,Bob,
W,2018-05-16 14:20:00,N,2950,C_002,1-502-MD,U/L,Bob,
W,2018-05-16 14:20:00,N,2943,C_002,1-502-MD,U/L,Bob,
W,2018-05-16 14:20:00,N,1930,C_002,1-502-MD,M/L,Bob,
W,2018-05-17 14:20:00,N,2944,C_002,4-12-EP,U/L,Bob,
W,2018-05-17 14:20:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2018-05-17 14:20:00,N,2941,C_002,4-12-EP,U/L,Bob,
W,2018-05-17 14:20:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2018-05-17 14:20:00,N,2943,C_002,4-12-EP,U/L,Bob,
CD,2018-05-17 15:29:00,N,1005,C_012,15-87-SR,U/L,Bob,
W,2018-05-23 13:40:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2018-05-23 13:40:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2018-05-23 13:40:00,N,2943,C_002,4-12-EP,U/L,Bob,
W,2018-05-23 13:40:00,N,2944,C_002,4-12-EP,U/L,Bob,
W,2018-05-23 13:40:00,N,2941,C_002,4-12-EP,U/L,Bob,
CD,2018-05-23 13:52:00,N,2943,C_002,4-12-EP,U/L,Bob,
CD,2018-05-23 13:52:00,N,2941,C_002,4-12-EP,U/L,Bob,
CD,2018-05-23 13:52:00,N,2944,C_002,4-12-EP,U/L,Bob,
CD,2018-05-23 13:52:00,N,1930,C_002,4-12-EP,M/L,Bob,
CD,2018-05-23 13:52:00,N,2950,C_002,4-12-EP,U/L,Bob,
CD,2018-05-23 13:52:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2018-05-23 14:13:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2018-05-23 14:13:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2018-05-23 14:13:00,N,C253,C_003,4-23-SR, ,Bob,
W,2018-05-23 14:13:00,N,1032,C_003,4-23-SR,U/L,Bob,
W,2018-05-23 14:13:00,N,1930,C_003,4-23-SR,M/L,Bob,
W,2018-05-23 14:31:00,N,1005,C_041,14-2-EP,U/L,Eddie,
CD,2018-05-23 14:31:00,N,1005,C_012,15-87-SR,U/L,Bob,
CD,2018-05-23 14:32:00,N,1005,C_012,15-87-SR,U/L,Bob,
W,2018-05-30 10:18:00,N,1005,C_031,15-85-SR,U/L,Bob,
W,2018-05-30 13:35:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2018-05-30 13:35:00,Y,1022,C_003,4-23-SR,U/L,Bob,ND
W,2018-05-30 13:35:00,N,C253,C_003,4-23-SR, ,Bob,
W,2018-05-30 13:35:00,N,1032,C_003,4-23-SR,U/L,Bob,
W,2018-05-30 13:35:00,N,1930,C_003,4-23-SR,M/L,Bob,
W,2018-05-30 13:35:00,N,C253,C_003,4-23-SR, ,Eddie,
W,2018-05-30 14:35:00,N,C253,C_002,1-502-MD, ,Eddie,
W,2018-05-30 14:35:00,N,2943,C_002,1-502-MD,U/L,Bob,
W,2018-05-30 14:35:00,N,2944,C_002,1-502-MD,U/L,Bob,
W,2018-05-30 14:35:00,N,1930,C_002,1-502-MD,M/L,Bob,
W,2018-05-30 14:35:00,N,2941,C_002,1-502-MD,U/L,Bob,
W,2018-05-30 14:35:00,N,2942,C_002,1-502-MD,U/L,Bob,
W,2018-05-30 14:35:00,N,2950,C_002,1-502-MD,U/L,Bob,
W,2018-05-30 14:40:00,N,2943,C_002,4-12-EP,U/L,Bob,
W,2018-05-30 14:40:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2018-05-30 14:40:00,N,2944,C_002,4-12-EP,U/L,Bob,
W,2018-05-30 14:40:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2018-05-30 14:40:00,N,2941,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2968,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2050,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2039,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,N,1025,C_002,4-12-EP,M/L,Bob,
CD,2018-06-07 11:28:00,Y,1028,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2037,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2967,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1032,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1039,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2035,C_002,4-12-EP,U/L,Bob,
W,2018-06-07 11:28:00,N,4006,C_002,1-502-MD,P/L,Eddie,
CD,2018-06-07 11:28:00,Y,2030,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1040,C_002,4-12-EP,M/L,Bob,
CD,2018-06-07 11:28:00,Y,1041,C_002,4-12-EP,M/L,Bob,
CD,2018-06-07 11:28:00,Y,2051,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2210,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2212,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2214,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2306,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2277,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1005,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2251,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2248,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2247,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2246,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2228,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1010,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1010,C_002,1-502-MD,U/L,Bob,
CD,2018-06-07 11:28:00,N,1017,C_002,4-12-EP,M/L,Bob,
CD,2018-06-07 11:28:00,Y,1021,C_002,4-12-EP,M/L,Bob,
CD,2018-06-07 11:28:00,Y,2224,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2222,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,2218,C_002,4-12-EP,U/L,Bob,
CD,2018-06-07 11:28:00,Y,1021,C_002,1-502-MD,M/L,Bob,
